session_id,source_file,endpoint_path,business_area,captured_at,status_code,record_count_guess,has_sensitive_headers,standardized_table,notes
session-20260512-101623,039-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfoclient-generaterandom.json,/px-spotgoods-province/mosEnergyBidInfoClient/generateRandom,bid,2026-05-12T02:16:58.438Z,200,0,false,standard_96_curve,
session-20260512-101623,040-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json,/px-spotgoods-province/mosEnergyBidInfoUser/getMosEnergyBidInfoUser,bid,2026-05-12T02:16:58.440Z,200,96,false,standard_96_curve,
session-20260512-101623,041-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfousermonthsummary.json,/px-spotgoods-province/mosEnergyBidInfoUser/getMosEnergyBidInfoUserMonthSummary,bid,2026-05-12T02:16:58.440Z,200,0,false,standard_96_curve,
session-20260512-101623,042-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfoclient-generaterandom.json,/px-spotgoods-province/mosEnergyBidInfoClient/generateRandom,bid,2026-05-12T02:16:58.440Z,200,0,false,standard_96_curve,
session-20260512-101623,043-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json,/px-spotgoods-province/mosEnergyBidInfoUser/getMosEnergyBidInfoUser,bid,2026-05-12T02:16:58.441Z,200,96,false,standard_96_curve,
session-20260512-101623,044-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfousermonthsummary.json,/px-spotgoods-province/mosEnergyBidInfoUser/getMosEnergyBidInfoUserMonthSummary,bid,2026-05-12T02:16:58.446Z,200,0,false,standard_96_curve,
session-20260512-101623,045-www-jspec-com-cn-px-gateway-gatewayconfig-recordpageviews.json,/px-gateway/GatewayConfig/recordPageViews,unknown,2026-05-12T02:17:09.355Z,200,0,false,,unclassified
session-20260512-101623,046-www-jspec-com-cn-px-gateway-gatewayconfig-recordpageviews.json,/px-gateway/GatewayConfig/recordPageViews,bid,2026-05-12T02:17:57.648Z,200,0,false,standard_96_curve,
session-20260512-101623,047-www-jspec-com-cn-px-gateway-systemtime-getsystemtime.json,/px-gateway/systemTime/getSystemTime,bid,2026-05-12T02:17:57.740Z,200,0,false,standard_96_curve,
session-20260512-101623,048-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefaultmonthsummary.json,/px-spotgoods-province/mosEnergyBidInfoUser/getMosEnergyBidInfoUserDefaultMonthSummary,bid,2026-05-12T02:17:58.291Z,200,0,false,standard_96_curve,
session-20260512-101623,049-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getparticipants.json,/px-spotgoods-province/mosEnergyBidInfoUser/getParticipants,bid,2026-05-12T02:17:58.306Z,200,1,false,standard_96_curve,
session-20260512-101623,050-www-jspec-com-cn-px-spotgoods-province-mosunitdebugplanpend-initdata.json,/px-spotgoods-province/mosUnitDebugPlanPend/initData,bid,2026-05-12T02:17:58.326Z,200,0,false,standard_96_curve,
session-20260512-101623,051-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfoclient-generaterandom.json,/px-spotgoods-province/mosEnergyBidInfoClient/generateRandom,bid,2026-05-12T02:17:58.676Z,200,0,false,standard_96_curve,
session-20260512-101623,052-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json,/px-spotgoods-province/mosEnergyBidInfoUser/getMosEnergyBidInfoUserDefault,bid,2026-05-12T02:17:58.744Z,200,96,false,standard_96_curve,
session-20260512-101623,053-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefaultmonthsummary.json,/px-spotgoods-province/mosEnergyBidInfoUser/getMosEnergyBidInfoUserDefaultMonthSummary,bid,2026-05-12T02:17:58.745Z,200,0,false,standard_96_curve,
session-20260512-101623,054-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefaultmonthsummary.json,/px-spotgoods-province/mosEnergyBidInfoUser/getMosEnergyBidInfoUserDefaultMonthSummary,bid,2026-05-12T02:17:58.745Z,200,31,false,standard_96_curve,
session-20260512-101623,055-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfoclient-generaterandom.json,/px-spotgoods-province/mosEnergyBidInfoClient/generateRandom,bid,2026-05-12T02:17:58.745Z,200,0,false,standard_96_curve,
session-20260512-101623,056-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json,/px-spotgoods-province/mosEnergyBidInfoUser/getMosEnergyBidInfoUserDefault,bid,2026-05-12T02:17:58.746Z,200,96,false,standard_96_curve,
session-20260512-101623,057-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefaultmonthsummary.json,/px-spotgoods-province/mosEnergyBidInfoUser/getMosEnergyBidInfoUserDefaultMonthSummary,bid,2026-05-12T02:17:58.746Z,200,31,false,standard_96_curve,
session-20260512-101623,058-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json,/px-spotgoods-province/mosEnergyBidInfoUser/getMosEnergyBidInfoUserDefault,bid,2026-05-12T02:17:58.779Z,200,96,false,standard_96_curve,
session-20260512-101623,059-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfoclient-generaterandom.json,/px-spotgoods-province/mosEnergyBidInfoClient/generateRandom,bid,2026-05-12T02:18:10.372Z,200,0,false,standard_96_curve,
session-20260512-101623,060-www-jspec-com-cn-px-gateway-gatewayconfig-recordpageviews.json,/px-gateway/GatewayConfig/recordPageViews,bid,2026-05-12T02:18:52.941Z,200,0,false,standard_96_curve,
session-20260512-101623,061-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryselfunits.json,/px-spotgoods-province/realTimeClearingRelease/querySelfUnits,clearing,2026-05-12T02:18:53.544Z,200,1,false,standard_96_curve,
session-20260512-101623,062-www-jspec-com-cn-px-spotgoods-province-dd2jyuserclearingresult-querydd2jyrqclearing.json,/px-spotgoods-province/Dd2jyUserClearingResult/queryDd2jyRqClearing,clearing,2026-05-12T02:18:53.802Z,200,96,false,standard_96_curve,
session-20260512-101623,063-www-jspec-com-cn-px-gateway-systemtime-getsystemtime.json,/px-gateway/systemTime/getSystemTime,clearing,2026-05-12T02:18:57.745Z,200,0,false,standard_96_curve,
session-20260512-101623,064-www-jspec-com-cn-px-gateway-gatewayconfig-recordpageviews.json,/px-gateway/GatewayConfig/recordPageViews,clearing,2026-05-12T02:19:02.913Z,200,0,false,standard_96_curve,
session-20260512-101623,065-www-jspec-com-cn-px-spotgoods-province-dayclearingresult-querytablexrdonlyjiesuan.json,/px-spotgoods-province/dayClearingResult/queryTableXrdOnlyJiesuan,clearing,2026-05-12T02:19:03.648Z,200,96,false,standard_96_curve,
session-20260512-101623,066-www-jspec-com-cn-px-gateway-gatewayconfig-recordpageviews.json,/px-gateway/GatewayConfig/recordPageViews,clearing,2026-05-12T02:19:12.934Z,200,0,false,standard_96_curve,
session-20260512-101623,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json,/px-spotgoods-province/curClearingResult/queryTableXrdOnlyJiesuan,clearing,2026-05-12T02:19:13.783Z,200,96,false,standard_96_curve,
session-20260512-101623,068-www-jspec-com-cn-px-gateway-gatewayconfig-recordpageviews.json,/px-gateway/GatewayConfig/recordPageViews,clearing,2026-05-12T02:19:22.966Z,200,0,false,standard_96_curve,
session-20260512-101623,069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json,/px-spotgoods-province/realTimeClearingRelease/queryRealTimeMarAvePricePublic,clearing,2026-05-12T02:19:23.734Z,200,96,false,standard_96_curve,
session-20260512-101623,070-www-jspec-com-cn-px-js-outer-deferrableload-electricity-querymembertype.json,/px-js-outer-deferrableload/electricity/queryMemberType,load,2026-05-12T02:19:33.235Z,200,0,false,standard_96_curve,
session-20260512-101623,071-www-jspec-com-cn-px-js-outer-deferrableload-trandeclare-querydaysettleresult.json,/px-js-outer-deferrableload/tranDeclare/queryDaySettleResult,settlement,2026-05-12T02:19:43.329Z,200,0,false,standard_96_curve,
session-20260512-101623,072-www-jspec-com-cn-px-js-outer-deferrableload-trandeclare-querymonthsettleresult.json,/px-js-outer-deferrableload/tranDeclare/queryMonthSettleResult,settlement,2026-05-12T02:19:53.306Z,200,0,false,settlement_query_inventory,
session-20260512-101623,073-www-jspec-com-cn-px-gateway-gatewayconfig-security.json,/px-gateway/GatewayConfig/security,contract,2026-05-12T02:20:26.070Z,200,0,false,contract_ledger,
session-20260512-101623,074-www-jspec-com-cn-px-gateway-gatewayconfig-recordpageviews.json,/px-gateway/GatewayConfig/recordPageViews,contract,2026-05-12T02:20:26.094Z,200,0,false,contract_ledger,
session-20260512-101623,075-www-jspec-com-cn-px-common-habit-user-menu-default.json,/px-common-habit/user/menu/default,contract,2026-05-12T02:20:26.347Z,200,0,false,contract_ledger,
session-20260512-101623,076-www-jspec-com-cn-px-gateway-systemtime-getsystemtime.json,/px-gateway/systemTime/getSystemTime,contract,2026-05-12T02:20:26.387Z,200,0,false,contract_ledger,
session-20260512-101623,077-www-jspec-com-cn-px-common-authority-user-getresourcetreebyusername.json,/px-common-authority/user/getResourceTreeByUsername,contract,2026-05-12T02:20:26.394Z,200,17,false,contract_ledger,authentication-related endpoint; keep out of committed raw data
session-20260512-101623,078-www-jspec-com-cn-px-common-authority-user-getresourcetreebyusername.json,/px-common-authority/user/getResourceTreeByUsername,contract,2026-05-12T02:20:26.468Z,200,17,false,contract_ledger,authentication-related endpoint; keep out of committed raw data
session-20260512-101623,079-www-jspec-com-cn-px-common-mpush-message-log-querybyuserid.json,/px-common-mpush/message/log/queryByUserId,contract,2026-05-12T02:20:26.470Z,200,0,false,contract_ledger,
session-20260512-101623,080-www-jspec-com-cn-px-contract-extranet-contractapi-getcontractalltype.json,/px-contract-extranet/contractApi/getContractAllType,contract,2026-05-12T02:20:26.470Z,200,42,false,contract_ledger,
session-20260512-101623,081-www-jspec-com-cn-px-contract-extranet-contractapi-getcontractlistbyid.json,/px-contract-extranet/contractApi/getContractListById,contract,2026-05-12T02:20:26.475Z,200,10,false,contract_ledger,
session-20260512-101623,082-www-jspec-com-cn-px-contract-extranet-baseinfo-calculation.json,/px-contract-extranet/baseInfo/Calculation,contract,2026-05-12T02:20:26.636Z,200,0,false,contract_ledger,
session-20260512-101623,083-www-jspec-com-cn-px-contract-extranet-contracttypeinfo-querytype.json,/px-contract-extranet/contracttypeInfo/queryType,contract,2026-05-12T02:20:26.640Z,200,14,false,contract_ledger,
session-20260512-101623,084-www-jspec-com-cn-px-trade-extranet-noticefeignall-queryalltrseroute.json,/px-trade-extranet/noticeFeignAll/queryAllTrSeRoute,contract,2026-05-12T02:20:26.783Z,200,1254,false,contract_ledger,
session-20260512-101623,085-www-jspec-com-cn-px-gateway-gatewayconfig-recordpageviews.json,/px-gateway/GatewayConfig/recordPageViews,contract,2026-05-12T02:20:36.122Z,200,0,false,contract_ledger,
session-20260512-101623,086-www-jspec-com-cn-px-contract-extranet-contractapi-getcontractlistbyidtime.json,/px-contract-extranet/contractApi/getContractListByIdTime,contract,2026-05-12T02:20:36.937Z,200,10,false,contract_ledger,
session-20260512-101623,087-www-jspec-com-cn-px-contract-extranet-contracttypeinfo-querytype.json,/px-contract-extranet/contracttypeInfo/queryType,contract,2026-05-12T02:20:37.056Z,200,14,false,contract_ledger,
session-20260512-101623,088-www-jspec-com-cn-px-js-outer-settlespot-rptprocessinfo-selectscroll.json,/px-js-outer-settlespot/rptProcessInfo/selectScroll,settlement,2026-05-12T02:20:47.043Z,200,1,false,settlement_query_inventory,
session-20260512-101623,089-www-jspec-com-cn-px-js-outer-settlespot-rptprocessinfo-selectconsname.json,/px-js-outer-settlespot/rptProcessInfo/selectConsName,settlement,2026-05-12T02:20:47.043Z,200,9,false,settlement_query_inventory,
session-20260512-101623,090-www-jspec-com-cn-px-js-outer-settlespot-rptprocessinfo-selectcontroversy.json,/px-js-outer-settlespot/rptProcessInfo/selectControversy,settlement,2026-05-12T02:20:47.044Z,200,12,false,settlement_query_inventory,
session-20260512-101623,091-www-jspec-com-cn-px-gateway-gatewayconfig-security.json,/px-gateway/GatewayConfig/security,settlement,2026-05-12T02:20:59.023Z,200,0,false,settlement_query_inventory,
session-20260512-101623,092-www-jspec-com-cn-px-gateway-gatewayconfig-recordpageviews.json,/px-gateway/GatewayConfig/recordPageViews,settlement,2026-05-12T02:20:59.040Z,200,0,false,settlement_query_inventory,
session-20260512-101623,093-www-jspec-com-cn-px-common-identity-user-getresourcetreebyusername.json,/px-common-identity/user/getResourceTreeByUsername,settlement,2026-05-12T02:20:59.411Z,200,0,false,settlement_query_inventory,
session-20260512-101623,094-www-jspec-com-cn-px-gateway-systemtime-getsystemtime.json,/px-gateway/systemTime/getSystemTime,settlement,2026-05-12T02:20:59.437Z,200,0,false,settlement_query_inventory,
session-20260512-101623,095-www-jspec-com-cn-px-common-habit-user-menu-default.json,/px-common-habit/user/menu/default,settlement,2026-05-12T02:20:59.452Z,200,0,false,settlement_query_inventory,
session-20260512-101623,096-www-jspec-com-cn-px-common-identity-user-getresourcetreebyusername.json,/px-common-identity/user/getResourceTreeByUsername,settlement,2026-05-12T02:20:59.452Z,200,0,false,settlement_query_inventory,
session-20260512-101623,097-www-jspec-com-cn-px-settlement-extnetpublish-dictionary-getmenudictitemsbytypecode.json,/px-settlement-extnetpublish/dictionary/getMenuDictItemsByTypeCode,settlement,2026-05-12T02:20:59.453Z,200,13,false,settlement_query_inventory,
session-20260512-101623,098-www-jspec-com-cn-px-common-mpush-message-log-querybyuserid.json,/px-common-mpush/message/log/queryByUserId,settlement,2026-05-12T02:20:59.455Z,200,0,false,settlement_query_inventory,
session-20260512-101623,099-www-jspec-com-cn-px-gateway-gatewayconfig-security.json,/px-gateway/GatewayConfig/security,load,2026-05-12T02:21:19.499Z,200,0,false,market_environment_curve,
session-20260512-101623,100-www-jspec-com-cn-px-gateway-gatewayconfig-recordpageviews.json,/px-gateway/GatewayConfig/recordPageViews,load,2026-05-12T02:21:19.620Z,200,0,false,market_environment_curve,
session-20260512-101623,101-www-jspec-com-cn-px-gateway-systemtime-getsystemtime.json,/px-gateway/systemTime/getSystemTime,load,2026-05-12T02:21:19.661Z,200,0,false,market_environment_curve,
session-20260512-101623,102-www-jspec-com-cn-px-common-authority-user-getresourcetreebyusername.json,/px-common-authority/user/getResourceTreeByUsername,load,2026-05-12T02:21:19.662Z,200,0,false,market_environment_curve,authentication-related endpoint; keep out of committed raw data
session-20260512-101623,103-www-jspec-com-cn-px-common-authority-user-getresourcetreebyusername.json,/px-common-authority/user/getResourceTreeByUsername,load,2026-05-12T02:21:19.672Z,200,0,false,market_environment_curve,authentication-related endpoint; keep out of committed raw data
session-20260512-101623,104-www-jspec-com-cn-px-common-habit-user-menu-default.json,/px-common-habit/user/menu/default,load,2026-05-12T02:21:19.672Z,200,0,false,market_environment_curve,
session-20260512-101623,105-www-jspec-com-cn-px-spotgoods-province-glbtraoperationschedule-getunitlistdidtradename.json,/px-spotgoods-province/glbtraOperationschedule/getUnitListDIdTradeName,load,2026-05-12T02:21:19.678Z,200,0,false,market_environment_curve,
session-20260512-101623,106-www-jspec-com-cn-px-common-mpush-message-log-querybyuserid.json,/px-common-mpush/message/log/queryByUserId,load,2026-05-12T02:21:19.733Z,200,0,false,market_environment_curve,
session-20260512-101623,107-www-jspec-com-cn-px-spotgoods-province-glbecoparamvalue-getcurve.json,/px-spotgoods-province/glbecoParamvalue/getCurve,load,2026-05-12T02:21:20.194Z,200,96,false,market_environment_curve,
session-20260512-101623,108-www-jspec-com-cn-px-spotgoods-province-glbecoparamvalue-getglbtralfextpubbo.json,/px-spotgoods-province/glbecoParamvalue/getGlbtraLfExtPubBo,load,2026-05-12T02:21:20.212Z,200,96,false,market_environment_curve,
session-20260512-101623,109-www-jspec-com-cn-px-gateway-gatewayconfig-recordpageviews.json,/px-gateway/GatewayConfig/recordPageViews,load,2026-05-12T02:21:29.544Z,200,0,false,market_environment_curve,
session-20260512-101623,110-www-jspec-com-cn-px-spotgoods-province-afterdiscloseinformation-querytableactualsystemload.json,/px-spotgoods-province/afterDiscloseInformation/queryTableActualSystemLoad,load,2026-05-12T02:21:30.280Z,200,96,false,market_environment_curve,
session-20260512-101623,111-www-jspec-com-cn-px-js-outer-settlecal-filedown-queryfilelist.json,/px-js-outer-settlecal/fileDown/queryFileList,settlement,2026-05-12T02:21:40.432Z,200,0,false,settlement_query_inventory,
session-20260512-101623,112-www-jspec-com-cn-px-gateway-gatewayconfig-security.json,/px-gateway/GatewayConfig/security,unknown,2026-05-12T02:22:48.504Z,200,0,false,,unclassified
session-20260512-101623,113-www-jspec-com-cn-px-gateway-gatewayconfig-recordpageviews.json,/px-gateway/GatewayConfig/recordPageViews,unknown,2026-05-12T02:22:48.524Z,200,0,false,,unclassified
session-20260512-101623,114-www-jspec-com-cn-px-trade-extranet-powercurve-getcurrentusermarket.json,/px-trade-extranet/powerCurve/getCurrentUserMarket,unknown,2026-05-12T02:22:48.543Z,200,0,false,,unclassified
session-20260512-101623,115-www-jspec-com-cn-px-common-authority-user-getresourcetreebyusername.json,/px-common-authority/user/getResourceTreeByUsername,unknown,2026-05-12T02:22:49.034Z,200,17,false,,unclassified; authentication-related endpoint; keep out of committed raw data
session-20260512-101623,116-www-jspec-com-cn-px-trade-extranet-trparams-getextranetpath.json,/px-trade-extranet/trParams/getExtranetPath,unknown,2026-05-12T02:22:49.064Z,200,2,false,,unclassified
session-20260512-101623,117-www-jspec-com-cn-px-common-habit-user-menu-default.json,/px-common-habit/user/menu/default,unknown,2026-05-12T02:22:49.110Z,200,0,false,,unclassified
session-20260512-101623,118-www-jspec-com-cn-px-common-mpush-message-log-querybyuserid.json,/px-common-mpush/message/log/queryByUserId,unknown,2026-05-12T02:22:49.138Z,200,0,false,,unclassified
session-20260512-101623,119-www-jspec-com-cn-px-trade-extranet-tradenotice-inittraderunitdata.json,/px-trade-extranet/tradeNotice/initTraderUnitData,notice,2026-05-12T02:22:49.138Z,200,0,false,trade_notice,unclassified
session-20260512-101623,120-www-jspec-com-cn-px-trade-extranet-trtradetype-getmenu.json,/px-trade-extranet/trTradeType/getMenu,unknown,2026-05-12T02:22:49.139Z,200,12,false,,unclassified
session-20260512-101623,121-www-jspec-com-cn-px-gateway-systemtime-getsystemtime.json,/px-gateway/systemTime/getSystemTime,unknown,2026-05-12T02:22:49.139Z,200,0,false,,unclassified
session-20260512-101623,122-www-jspec-com-cn-px-trade-extranet-trtradetype-getmenu.json,/px-trade-extranet/trTradeType/getMenu,unknown,2026-05-12T02:22:49.139Z,200,12,false,,unclassified
session-20260512-101623,123-www-jspec-com-cn-px-common-authority-user-getresourcetreebyusername.json,/px-common-authority/user/getResourceTreeByUsername,unknown,2026-05-12T02:22:49.193Z,200,17,false,,unclassified; authentication-related endpoint; keep out of committed raw data
session-20260512-101623,124-www-jspec-com-cn-px-basesystem-systemconfig-uniformencode.json,/px-basesystem-systemconfig/uniformencode,unknown,2026-05-12T02:22:49.193Z,200,5,false,,unclassified
